id,dosya,label,score
0,image_000.png,DEFECT,4.7083
1,image_001.png,DEFECT,4.7429
2,image_002.png,DEFECT,4.7216
3,image_003.png,DEFECT,4.7324
4,image_004.png,DEFECT,4.5814
5,image_005.png,DEFECT,4.6915
6,image_006.png,DEFECT,4.7225
7,image_007.png,DEFECT,4.5912
8,image_008.png,DEFECT,4.7149
9,image_009.png,DEFECT,4.8173
10,image_010.png,DEFECT,4.7206
11,image_011.png,DEFECT,4.8502
12,image_012.png,DEFECT,4.7308
13,image_013.png,DEFECT,4.6508
14,image_014.png,DEFECT,4.6086
15,image_015.png,DEFECT,4.8429
16,image_016.png,DEFECT,4.5392
17,image_017.png,DEFECT,4.5751
18,image_018.png,DEFECT,4.5622
19,image_019.png,DEFECT,4.5854
20,image_020.png,DEFECT,4.7302
21,image_021.png,DEFECT,4.7220
22,image_022.png,DEFECT,4.7671
23,image_023.png,DEFECT,4.6482
24,image_024.png,DEFECT,4.6739
25,image_025.png,DEFECT,4.7557
26,image_026.png,DEFECT,4.7739
27,image_027.png,DEFECT,4.6713
28,image_028.png,DEFECT,4.5916
29,image_029.png,DEFECT,4.6182
30,image_030.png,DEFECT,4.6473
31,image_031.png,DEFECT,4.7148
32,image_032.png,DEFECT,4.6712
33,image_033.png,DEFECT,4.6315
34,image_034.png,DEFECT,4.6103
35,image_035.png,DEFECT,4.6242
36,image_036.png,DEFECT,4.7875
37,image_037.png,DEFECT,4.6447
38,image_038.png,DEFECT,4.6240
39,image_039.png,DEFECT,4.5780
40,image_040.png,DEFECT,4.7208
41,image_041.png,DEFECT,4.6791
42,image_042.png,DEFECT,4.6754
43,image_043.png,DEFECT,4.6789
44,image_044.png,DEFECT,4.6692
45,image_045.png,DEFECT,4.6415
46,image_046.png,DEFECT,4.5124
47,image_047.png,DEFECT,4.5330
48,image_048.png,DEFECT,4.5895
49,image_049.png,DEFECT,4.7002
50,image_050.png,DEFECT,4.7488
51,image_051.png,DEFECT,4.6823
52,image_052.png,DEFECT,4.6751
53,image_053.png,DEFECT,4.5591
54,image_054.png,DEFECT,4.6519
55,image_055.png,DEFECT,4.4968
56,image_056.png,DEFECT,4.5758
57,image_057.png,DEFECT,4.6211
58,image_058.png,DEFECT,4.7007
59,image_059.png,DEFECT,4.5853
60,image_060.png,DEFECT,4.5924
61,image_061.png,DEFECT,4.6029
62,image_062.png,DEFECT,4.6135
63,image_063.png,DEFECT,4.5193
64,image_064.png,DEFECT,4.5937
65,image_065.png,DEFECT,4.7289
66,image_066.png,DEFECT,4.6992
67,image_067.png,DEFECT,4.6788
68,image_068.png,DEFECT,4.6600
69,image_069.png,DEFECT,4.5518
70,image_070.png,DEFECT,4.3442
71,image_071.png,DEFECT,4.5997
72,image_072.png,DEFECT,4.3505
73,image_073.png,DEFECT,4.3940
74,image_074.png,DEFECT,4.4475
